price,postcode,size,kamers,year,latitude,longitude,distance1,distance2,age
335000,3531KP,58,3,1930,52.09372171071429,5.088524042857143,1.5484743269641452,0,92
450000,3522AB,67,3,1906,52.07681829090909,5.118934713636364,1.528071598156623,0,116
385000,3531WL,82,3,2000,52.09144490192308,5.092505134615384,1.220487374153615,0,22
350000,3551BH,61,3,1913,52.101706885714286,5.101368982142858,1.4916646378480432,0,109
310000,3526BE,74,3,1963,52.069890750000006,5.091285640909091,2.521566289560968,0,59
479000,3581LR,76,3,1930,52.086388340909096,5.134274613636364,1.697275041111508,0,92
419000,3531HH,78,3,1906,52.08877703448276,5.094273696551722,1.0801324705622117,0,116
375000,3532BS,89,6,1938,52.09539023,5.093536670000001,1.3104995774065458,0,84
535000,3531VE,105,5,1933,52.09274250000001,5.090608204545455,1.3801417209521065,0,89
639000,3573BS,111,5,1992,52.10938062000002,5.146822386666667,3.362990698694246,0,30
365000,3553GW,63,3,1917,52.10929968000001,5.082558393333334,2.904980275857661,0,105
425000,3553VP,96,4,1996,52.10722006521739,5.091151304347826,2.3664239960902793,0,26
425000,3534PA,88,3,1947,52.09807285384616,5.0848455153846155,1.9756687835952729,0,75
425000,3552RG,70,3,1915,52.104678919230764,5.098413203846154,1.8763640844098066,0,107
550000,3553GE,99,5,1919,52.109263436363634,5.080686304545455,2.986637516582489,0,103
489000,3525BH,96,4,1931,52.062223540000005,5.116026544999999,3.0519910838844746,0,91
450000,3553GR,100,5,1930,52.1096035173913,5.0816244695652175,2.9722938264320615,0,92
650000,3573AV,132,5,1992,52.11039831764707,5.145071929411764,3.351858241203399,0,30
600000,3553EH,164,7,1920,52.10944024230769,5.085228119230768,2.8024693446045257,0,102
199000,3531PV,24,2,1956,52.09121894347825,5.101372539130435,0.6250011632202856,0,66
835000,3583AC,159,7,1913,52.08202982307693,5.140581603846154,2.2509701375944093,0,109
285000,3531ST,49,3,1904,52.092886755555554,5.095179627777778,1.0873355095077735,0,118
375000,3522RL,60,3,1925,52.074353099999996,5.118651423529411,1.7761930438585234,0,97
415000,3524KX,92,4,1984,52.05847663333334,5.137127672222221,3.911361588522587,0,38
375000,3551GB,70,3,1906,52.10277183888889,5.093419094444444,1.8721523452095727,0,116
569000,3522GA,118,6,1930,52.068711163999986,5.115143976,2.3288787304321703,0,92
399500,3553AL,88,4,1930,52.11139967272729,5.089181563636363,2.8332399577297407,0,92
780000,3523VN,200,6,1938,52.06977686,5.122546166666667,2.3467490416480636,0,84
475000,3521GA,131,5,1935,52.07925907272727,5.117800332968731,1.2486505785820639,0,87
575000,3522EM,118,5,1931,52.06840997647058,5.11420367647059,2.3532493213868735,0,91
335000,3531KP,58,3,1930,52.09372171071429,5.088524042857143,1.5484743269641452,0,92
450000,3522AB,67,3,1906,52.07681829090909,5.118934713636364,1.528071598156623,0,116
385000,3531WL,82,3,2000,52.09144490192308,5.092505134615384,1.220487374153615,0,22
350000,3551BH,61,3,1913,52.101706885714286,5.101368982142858,1.4916646378480432,0,109
310000,3526BE,74,3,1963,52.069890750000006,5.091285640909091,2.521566289560968,0,59
479000,3581LR,76,3,1930,52.086388340909096,5.134274613636364,1.697275041111508,0,92
419000,3531HH,78,3,1906,52.08877703448276,5.094273696551722,1.0801324705622117,0,116
375000,3532BS,89,6,1938,52.09539023,5.093536670000001,1.3104995774065458,0,84
535000,3531VE,105,5,1933,52.09274250000001,5.090608204545455,1.3801417209521065,0,89
639000,3573BS,111,5,1992,52.10938062000002,5.146822386666667,3.362990698694246,0,30
365000,3553GW,63,3,1917,52.10929968000001,5.082558393333334,2.904980275857661,0,105
425000,3553VP,96,4,1996,52.10722006521739,5.091151304347826,2.3664239960902793,0,26
425000,3534PA,88,3,1947,52.09807285384616,5.0848455153846155,1.9756687835952729,0,75
425000,3552RG,70,3,1915,52.104678919230764,5.098413203846154,1.8763640844098066,0,107
550000,3553GE,99,5,1919,52.109263436363634,5.080686304545455,2.986637516582489,0,103
489000,3525BH,96,4,1931,52.062223540000005,5.116026544999999,3.0519910838844746,0,91
450000,3553GR,100,5,1930,52.1096035173913,5.0816244695652175,2.9722938264320615,0,92
650000,3573AV,132,5,1992,52.11039831764707,5.145071929411764,3.351858241203399,0,30
600000,3553EH,164,7,1920,52.10944024230769,5.085228119230768,2.8024693446045257,0,102
199000,3531PV,24,2,1956,52.09121894347825,5.101372539130435,0.6250011632202856,0,66
835000,3583AC,159,7,1913,52.08202982307693,5.140581603846154,2.2509701375944093,0,109
285000,3531ST,49,3,1904,52.092886755555554,5.095179627777778,1.0873355095077735,0,118
375000,3522RL,60,3,1925,52.074353099999996,5.118651423529411,1.7761930438585234,0,97
415000,3524KX,92,4,1984,52.05847663333334,5.137127672222221,3.911361588522587,0,38
375000,3551GB,70,3,1906,52.10277183888889,5.093419094444444,1.8721523452095727,0,116
569000,3522GA,118,6,1930,52.068711163999986,5.115143976,2.3288787304321703,0,92
399500,3553AL,88,4,1930,52.11139967272729,5.089181563636363,2.8332399577297407,0,92
780000,3523VN,200,6,1938,52.06977686,5.122546166666667,2.3467490416480636,0,84
475000,3521GA,131,5,1935,52.07925907272727,5.117800332968731,1.2486505785820639,0,87
575000,3522EM,118,5,1931,52.06840997647058,5.11420367647059,2.3532493213868735,0,91
335000,3531KP,58,3,1930,52.09372171071429,5.088524042857143,1.5484743269641452,0,92
450000,3522AB,67,3,1906,52.07681829090909,5.118934713636364,1.528071598156623,0,116
385000,3531WL,82,3,2000,52.09144490192308,5.092505134615384,1.220487374153615,0,22
350000,3551BH,61,3,1913,52.101706885714286,5.101368982142858,1.4916646378480432,0,109
310000,3526BE,74,3,1963,52.069890750000006,5.091285640909091,2.521566289560968,0,59
479000,3581LR,76,3,1930,52.086388340909096,5.134274613636364,1.697275041111508,0,92
419000,3531HH,78,3,1906,52.08877703448276,5.094273696551722,1.0801324705622117,0,116
375000,3532BS,89,6,1938,52.09539023,5.093536670000001,1.3104995774065458,0,84
535000,3531VE,105,5,1933,52.09274250000001,5.090608204545455,1.3801417209521065,0,89
639000,3573BS,111,5,1992,52.10938062000002,5.146822386666667,3.362990698694246,0,30
365000,3553GW,63,3,1917,52.10929968000001,5.082558393333334,2.904980275857661,0,105
425000,3553VP,96,4,1996,52.10722006521739,5.091151304347826,2.3664239960902793,0,26
425000,3534PA,88,3,1947,52.09807285384616,5.0848455153846155,1.9756687835952729,0,75
425000,3552RG,70,3,1915,52.104678919230764,5.098413203846154,1.8763640844098066,0,107
550000,3553GE,99,5,1919,52.109263436363634,5.080686304545455,2.986637516582489,0,103
489000,3525BH,96,4,1931,52.062223540000005,5.116026544999999,3.0519910838844746,0,91
450000,3553GR,100,5,1930,52.1096035173913,5.0816244695652175,2.9722938264320615,0,92
650000,3573AV,132,5,1992,52.11039831764707,5.145071929411764,3.351858241203399,0,30
600000,3553EH,164,7,1920,52.10944024230769,5.085228119230768,2.8024693446045257,0,102
199000,3531PV,24,2,1956,52.09121894347825,5.101372539130435,0.6250011632202856,0,66
835000,3583AC,159,7,1913,52.08202982307693,5.140581603846154,2.2509701375944093,0,109
285000,3531ST,49,3,1904,52.092886755555554,5.095179627777778,1.0873355095077735,0,118
375000,3522RL,60,3,1925,52.074353099999996,5.118651423529411,1.7761930438585234,0,97
415000,3524KX,92,4,1984,52.05847663333334,5.137127672222221,3.911361588522587,0,38
375000,3551GB,70,3,1906,52.10277183888889,5.093419094444444,1.8721523452095727,0,116
569000,3522GA,118,6,1930,52.068711163999986,5.115143976,2.3288787304321703,0,92
399500,3553AL,88,4,1930,52.11139967272729,5.089181563636363,2.8332399577297407,0,92
780000,3523VN,200,6,1938,52.06977686,5.122546166666667,2.3467490416480636,0,84
475000,3521GA,131,5,1935,52.07925907272727,5.117800332968731,1.2486505785820639,0,87
575000,3522EM,118,5,1931,52.06840997647058,5.11420367647059,2.3532493213868735,0,91
335000,3531KP,58,3,1930,52.09372171071429,5.088524042857143,1.5484743269641452,0,92
450000,3522AB,67,3,1906,52.07681829090909,5.118934713636364,1.528071598156623,0,116
